Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,,,,,,,,,,,
AvgDialog_22133_Content_59,aigM,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,572,AvgDialog,Content,无纸奥尔拉,所以每年的庆典日，人们都会聚集在雕像所在的广场，聆听这座雕像现场创作出的诗……,We've been keeping watch for so long and haven't seen anything. Won't we miss the ceremony?,,,,,,,,,,,
AvgDialog_22133_Content_60,aigO,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,573,AvgDialog,Content,玩家,我明白了。柯蕾特是将那块雕像的意象窜改成了她自己……,I'm truly looking forward to witnessing Madam Colette's live creation...,,,,,,,,,,,
AvgDialog_22133_Content_61,aigP,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,574,AvgDialog,Content,玩家,那个钟楼是在哪里？,"Madam Colette's live performance happens only once a year. Get ready, soldiers. We'll be competing with all of Cité for seats!",,,,,,,,,,,
AvgDialog_22133_Content_63,aigR,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,576,AvgDialog,Content,无纸奥尔拉,两栋楼连在一起，从一座廊桥上就能过去。,Horla looks outside the door.,,,,,,,,,,,
AvgDialog_22133_Content_70,aigZ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,583,AvgDialog,Content,无纸奥尔拉,是去柯蕾特的房间把诗集抢过来吗？可是这里的怪物很多……,"Accompanied by silver light, elegant script appears in the air, inscribing itself into the monsters. The two monsters fall into a deep sleep.",,,,,,,,,,,
AvgDialog_22132_Content_3,aiel,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,594,AvgDialog,Content,悲伤的邻居,来不及了……花园里的东西，什么都不剩了……,It's too late... Nothing remains of the garden...,,,,,,,,,,,
AvgDialog_22132_Content_5,aieH,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,596,AvgDialog,Content,好心的邻居,大部分都救出来了……有一个，还在花房里……,"Most of them, yes... But one is still in the greenhouse...",,,,,,,,,,,
AvgDialog_22132_Content_7,aifd,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,598,AvgDialog,Content,好心的邻居,柯蕾特，柯蕾特……你也不要太伤心了。,"Thank you... {Male=Sir,Female=Madam} Keeper...",,,,,,,,,,,
AvgDialog_22132_Content_10,aidh,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,601,AvgDialog,Content,好心的邻居,可怜的孩子……你和奥尔拉就像是亲姐妹一样……,Clang—,,,,,,,,,,,
AvgDialog_22132_Content_12,aidD,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,603,AvgDialog,Content,好心的邻居,不要让她伤心……柯蕾特，好好活下去。,"Humans becoming butterflies... a beautiful image, isn't it?",,,,,,,,,,,
AvgDialog_22132_Content_15,aidV,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,606,AvgDialog,Content,,一滴眼泪从她的脸上滑落，很快蒸发在火焰的余温里。,"{Male=Sir,Female=Madam} Keeper, I don't seem to notice any changes?",,,,,,,,,,,
AvgDialog_22132_Content_20,aieb,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,611,AvgDialog,Content,柯蕾特,真是残忍啊，奥尔拉。你连任何一个恨你的理由都不给我。你就非要让我在痛苦里度过自己的余生……,"Sure, it should be possible... As the poem goes, the envoy of the sculpture will deliver a letter to the bell-ringer, which signals the arrival of midnight.",,,,,,,,,,,
AvgDialog_22132_Content_22,aied,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,613,AvgDialog,Content,,她学着一个贵族的样子，骄傲地抬起头，冲着已化作余焰与灰烬的花园微笑。,Huh? I... I have to... lie to a stranger...?,,,,,,,,,,,
AvgDialog_22132_Content_23,aiee,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,614,AvgDialog,Content,柯蕾特,……那么，再见了，奥尔拉。,"Uh... nevermind, I'll go instead... You stay here, and if they make any sudden moves, help me subdue them.",,,,,,,,,,,
AvgDialog_22132_Content_25,aieg,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,616,AvgDialog,Content,,一滴泪水滑落在诗集上，在房间中发出清晰的声响。,"A tear falls on the poem collection, producing a clear sound in the room.",,,,,,,,,,,
AvgDialog_22132_Content_26,aieh,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,617,AvgDialog,Content,老年柯蕾特,我已经很多很多年没有这样了……奥尔拉，你还真是像以前一样，充满了惊喜。,"Most of them, yes... But one is still in the greenhouse...",,,,,,,,,,,
AvgDialog_22132_Content_27,aiei,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,618,AvgDialog,Content,老年柯蕾特,你说，你为什么没有在诗集里留下你自己的形象呢？,Who's there?,,,,,,,,,,,
AvgDialog_22132_Content_28,aiej,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,619,AvgDialog,Content,老年柯蕾特,要见你一面，真是不容易……可惜了。,It was truly difficult seeing you again... What a pity.,,,,,,,,,,,
AvgDialog_22132_Content_30,aiem,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,621,AvgDialog,Content,老年柯蕾特,嗯，知道了。,You hand the bell-ringer the letter Colette had written to Herbert. He accepts it respectfully.,,,,,,,,,,,
AvgDialog_22132_Content_31,aien,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,622,AvgDialog,Content,,她坐在镜子前，侍女拿出手绢，仔细地为她擦去脸上的泪痕。,She sits in front of the mirror while the maid carefully wipes away her tears with a handkerchief.,,,,,,,,,,,
AvgDialog_22132_Content_33,aiep,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,624,AvgDialog,Content,,她认真地打量着镜子里的自己，牵动嘴角，露出一个贵族般的、胜利者的微笑。,"She gazes intently at herself in the mirror, curling her lips into a smile befitting nobility and victory.",,,,,,,,,,,
AvgDialog_22132_Content_34,aieq,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,625,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，这边！,"{Male=Sir,Female=Madam} Keeper, this way!",,,,,,,,,,,
AvgDialog_22132_Content_35,aier,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,626,AvgDialog,Content,玩家,去钟楼的路还真是复杂……路上看守的怪物也多。,"The bell-ringer presses a button. The intricate gears begin to turn, and the hammer falls, striking the massive bell.",,,,,,,,,,,
AvgDialog_22132_Content_37,aiet,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,628,AvgDialog,Content,,很贴切的意象,A fitting image.,,,,,,,,,,,
AvgDialog_22132_Content_38,aieu,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,629,AvgDialog,Content,,真是不合时宜的修辞学……,The hammer falls repeatedly as the twelve chimes of midnight echo across Cité.,,,,,,,,,,,
AvgDialog_22132_Content_39,aiev,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,630,AvgDialog,Content,,避开怪物们的搜索，你们来到了顶楼。,"Avoiding the monsters' search, you arrive at the top floor.",,,,,,,,,,,
AvgDialog_22132_Content_41,aiey,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,632,AvgDialog,Content,玩家,只有一个怪物守在这里么？,"my...? ""Dear Mr. Herbert — Colette""...",,,,,,,,,,,
AvgDialog_22132_Content_42,aiez,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,633,AvgDialog,Content,无纸奥尔拉,其他的怪物都去找我们了吧……这个怪物，应该就是负责敲钟的那位。,The other monsters must have gone elsewhere... This one should be the one responsible for ringing the bell.,,,,,,,,,,,
AvgDialog_22132_Content_44,aieB,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,635,AvgDialog,Content,无纸奥尔拉,嗯，应该可以的……诗里面有写到，雕塑的使臣会为敲钟人送上一封信件，那便是午夜来临的信号。,"Sure, it should be possible... As the poem goes, the envoy of the sculpture will deliver a letter to the bell-ringer, which signals the arrival of midnight.",,,,,,,,,,,
AvgDialog_22132_Content_46,aieD,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,637,AvgDialog,Content,无纸奥尔拉,啊？我、我要去……跟陌生人撒谎吗……,Huh? I... I have to... lie to a stranger...?,,,,,,,,,,,
AvgDialog_22132_Content_47,aieE,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,638,AvgDialog,Content,玩家,呃……算了，还是我去吧……你就躲在这里，如果对方有什么异动，帮我制服它。,"Uh... nevermind, I'll go instead... You stay here, and if they make any sudden moves, help me subdue them.",,,,,,,,,,,
AvgDialog_22132_Content_49,aieG,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,640,AvgDialog,Content,,你整理了一下衣着，走上前去。,"A tear falls on the poem collection, producing a clear sound in the room.",,,,,,,,,,,
AvgDialog_22132_Content_50,aieI,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,641,AvgDialog,Content,敲钟人,谁？,Who's there?,,,,,,,,,,,
AvgDialog_22132_Content_51,aieJ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,642,AvgDialog,Content,,是我，柯蕾特夫人的使臣。,It was truly difficult seeing you again... What a pity.,,,,,,,,,,,
AvgDialog_22132_Content_53,aieL,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,644,AvgDialog,Content,玩家,我是来给你送信的。午夜将要到了。,It's too late... Nothing remains of the garden...,,,,,,,,,,,
AvgDialog_22132_Content_54,aieM,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,645,AvgDialog,Content,,你将那封柯蕾特写给赫伯特的信递给他。他恭敬地接下。,You hand the bell-ringer the letter Colette had written to Herbert. He accepts it respectfully.,,,,,,,,,,,
AvgDialog_22132_Content_55,aieN,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,646,AvgDialog,Content,敲钟人,可是……使臣大人，看现在的天象，时间还没有到午夜啊……,She sits in front of the mirror while the maid carefully wipes away her tears with a handkerchief.,,,,,,,,,,,
AvgDialog_22132_Content_57,aieP,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,648,AvgDialog,Content,,你敢质疑柯蕾特夫人的决定？,"She gazes intently at herself in the mirror, curling her lips into a smile befitting nobility and victory.",,,,,,,,,,,
AvgDialog_22132_Content_58,aieQ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,649,AvgDialog,Content,敲钟人,明……明白了！我这就去办！,"{Male=Sir,Female=Madam} Keeper, this way!",,,,,,,,,,,
AvgDialog_22132_Content_59,aieR,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,650,AvgDialog,Content,,敲钟人按下了按钮。精密的齿轮开始转动，铁锤落下，击打在硕大的钟身上。,"The bell-ringer presses a button. The intricate gears begin to turn, and the hammer falls, striking the massive bell.",,,,,,,,,,,
AvgDialog_22132_Content_60,aieT,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,651,AvgDialog,Content,,铛——铛——铛——,A fitting image.,,,,,,,,,,,
AvgDialog_22132_Content_61,aieU,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,652,AvgDialog,Content,,铁锤一遍遍落下，午夜的十二道钟声响彻西岱。,The hammer falls repeatedly as the twelve chimes of midnight echo across Cité.,,,,,,,,,,,
AvgDialog_22132_Content_62,aieV,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,653,AvgDialog,Content,敲钟人,使臣大人，午夜的钟声已经敲响了。,"Avoiding the monsters' search, you arrive at the top floor.",,,,,,,,,,,
AvgDialog_22132_Content_65,aieY,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,656,AvgDialog,Content,敲钟人,咦……“赫伯特先生敬启——柯蕾特”……,"my...? ""Dear Mr. Herbert — Colette""...",,,,,,,,,,,
AvgDialog_22132_Content_66,aieZ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,657,AvgDialog,Content,敲钟人,这不是敲钟的命令……你……,The other monsters must have gone elsewhere... This one should be the one responsible for ringing the bell.,,,,,,,,,,,
AvgDialog_22132_Content_67,aifa,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,658,AvgDialog,Content,,没等他的话说完，几道字迹飘入他的大脑，他的眼皮耷拉下来。,"Ah! I'm sorry, {Male=Sir,Female=Madam} Keeper... I always struggle to control my emotions...",,,,,,,,,,,
AvgDialog_22132_Content_68,aifb,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,659,AvgDialog,Content,,在空中晃了两圈之后，沉重的身子砰的一声倒在了地上。,"After swaying twice in the air, the heavy body thuds to the ground.",,,,,,,,,,,
AvgDialog_22132_Content_70,aife,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,661,AvgDialog,Content,玩家,看来他得错过这场庆典了。我们走。,"We spoke about it before. Colette said that once we buy this house, she would place all her precious items in a special display cabinet for all the guests to see.",,,,,,,,,,,
AvgDialog_22132_Content_71,aiff,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,662,AvgDialog,Content,,铛——铛——铛——,Ding—Ding—,,,,,,,,,,,
AvgDialog_22132_Content_75,aifj,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,666,AvgDialog,Content,兴奋的市民,啊，柯蕾特夫人，唯一的诗人，整个西岱的信仰……,"Ah, Madam Colette, the sole poet and the faith of all Cité...",,,,,,,,,,,
AvgDialog_22132_Content_80,aifp,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,671,AvgDialog,Content,冷静的市民,只需要远远望一眼柯蕾特夫人，听到她讲话，我也就知足了。,"Peering out, you see the monster went somewhere else. You grab Horla and quickly run upstairs.",,,,,,,,,,,
AvgDialog_22132_Content_86,aifv,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,677,AvgDialog,Content,无纸奥尔拉,和我们小时候来看的样子，一点都没有变……,"{Male=Sir,Female=Madam} Keeper, has the poetic world... disappeared?",,,,,,,,,,,
AvgDialog_22132_Content_90,aifA,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,681,AvgDialog,Content,无纸奥尔拉,啊！对不起，守密人%sirormadam%……我总是控制不好自己的情绪……,"Ah! I'm sorry, {Male=Sir,Female=Madam} Keeper... I always struggle to control my emotions...",,,,,,,,,,,
AvgDialog_22132_Content_91,aifB,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,682,AvgDialog,Content,,没关系，这很正常,"After swaying twice in the air, the heavy body thuds to the ground.",,,,,,,,,,,
AvgDialog_22132_Content_93,aifD,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,684,AvgDialog,Content,无纸奥尔拉,谢谢您……守密人%sirormadam%……,"Thank you... {Male=Sir,Female=Madam} Keeper...",,,,,,,,,,,
AvgDialog_22132_Content_94,aifE,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,685,AvgDialog,Content,无纸奥尔拉,我们曾经聊到过，柯蕾特说，等买下这栋房子以后，她会把所有珍贵的东西，都放在一个专门的展柜里，让所有客人观看。,"We spoke about it before. Colette said that once we buy this house, she would place all her precious items in a special display cabinet for all the guests to see.",,,,,,,,,,,
AvgDialog_22132_Content_95,aifF,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,686,AvgDialog,Content,无纸奥尔拉,首饰，手提包，珍贵的服饰……还有，以她的名字署名的诗集。,Ding—Ding—,,,,,,,,,,,
AvgDialog_22132_Content_99,aifJ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,690,AvgDialog,Content,无纸奥尔拉,以前，这个诗集就是一些用别针扎起来的纸张……现在，样子已经变得很不一样啦。,"Ah, Madam Colette, the sole poet and the faith of all Cité...",,,,,,,,,,,
AvgDialog_22132_Content_102,aidk,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,693,AvgDialog,Content,无纸奥尔拉,非常、非常怀念……不过没关系的，守密人%sirormadam%。,"I miss it very, very much... But it's okay, {Male=Sir,Female=Madam} Keeper.",,,,,,,,,,,
AvgDialog_22132_Content_105,aidn,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,696,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，能让我自己来吗？,"{Male=Sir,Female=Madam} Keeper, may I?",,,,,,,,,,,
AvgDialog_22132_Content_107,aidp,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,698,AvgDialog,Content,无纸奥尔拉,我会怀念它。它也只应该存在于我的怀念里。,I'll miss it. But it should exist only in my memories.,,,,,,,,,,,
AvgDialog_22132_Content_110,aidt,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,701,AvgDialog,Content,无纸奥尔拉,在很多年前，它就应该和我一起变成灰烬……这样的话，也不会有现在的麻烦了。,"This book and I should have shared the same fate, reduced to ashes long ago... There wouldn't be such trouble now if it had.",,,,,,,,,,,
AvgDialog_22132_Content_112,aidv,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,703,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，我好像没有察觉到什么变化？,"{Male=Sir,Female=Madam} Keeper, I don't seem to notice any changes?",,,,,,,,,,,
AvgDialog_22132_Content_117,aidA,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,708,AvgDialog,Content,老年柯蕾特,诗集？啊，你说的是这个……,"Mrs. Butterfly, sorry... I-I'm not very good at small talk...",,,,,,,,,,,
AvgDialog_22132_Content_119,aidC,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,710,AvgDialog,Content,,黑色的融蚀液，从诗集中滴落在地。,The pitch-black humanoid butterfly flapped its wings and swayed to and fro as it left the cruise ship. You looked around cautiously. The Szenyér River still flowed quietly.,,,,,,,,,,,
AvgDialog_22132_Content_123,aidH,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,714,AvgDialog,Content,,砰——,Clang—,,,,,,,,,,,
AvgDialog_22132_Content_126,aidK,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,717,AvgDialog,Content,老年柯蕾特,奥尔拉的诗里，的确没有写过这样的文字。,"I miss it very, very much... But it's okay, {Male=Sir,Female=Madam} Keeper.",,,,,,,,,,,
AvgDialog_22132_Content_129,aidN,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,720,AvgDialog,Content,老年柯蕾特,……在这座西岱，我是唯一的主人。,"{Male=Sir,Female=Madam} Keeper, may I?",,,,,,,,,,,
AvgDialog_22132_Content_130,aidP,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,721,AvgDialog,Content,,铛——铛——铛——,I'll miss it. But it should exist only in my memories.,,,,,,,,,,,
AvgDialog_22132_Content_134,aidT,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,725,AvgDialog,Content,老年柯蕾特,我为两位尊贵的客人，准备了最佳的观礼位置。,"This book and I should have shared the same fate, reduced to ashes long ago... There wouldn't be such trouble now if it had.",,,,,,,,,,,
AvgDialog_22129_Content_2,aiap,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,727,AvgDialog,Content,士兵,柯蕾特夫人！西岱的子民将永远效忠于您！,"A flash of silver light. The cage vanishes, and you and Horla fall to the ground.",,,,,,,,,,,
AvgDialog_22129_Content_4,aiaL,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,729,AvgDialog,Content,市民,柯蕾特夫人！柯蕾特夫人，请看这边！！,"Ms. Colette! Ms. Colette, look over here!!",,,,,,,,,,,
AvgDialog_22129_Content_6,aiaU,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,731,AvgDialog,Content,老年柯蕾特,多么振奋人心的画面啊……不是吗？,What an inspiring scene... wouldn't you say?,,,,,,,,,,,
AvgDialog_22129_Content_8,aiaW,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,733,AvgDialog,Content,,在她身后，材质不明的黑色笼子将你和奥尔拉关了起来，吊在舞台后方。,"Behind her, a black cage of unknown material confines you and Horla, hanging backstage.",,,,,,,,,,,
AvgDialog_22129_Content_9,aiaX,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,734,AvgDialog,Content,,在众人围观的目光中，奥尔拉蜷缩在羊皮纸下，身体止不住地颤抖着。,"Under the crowd's gaze, Horla finds herself curled up beneath the parchment, trembling uncontrollably.",,,,,,,,,,,
AvgDialog_22129_Content_15,aiak,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,740,AvgDialog,Content,老年柯蕾特,我很想听听，到了这种时候，你会怎样劝说我呢？,The earth begins to tremble. You notice the dissolution visibly spreading from the poem's center.,,,,,,,,,,,
AvgDialog_22129_Content_16,aial,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,741,AvgDialog,Content,无纸奥尔拉,我不是想劝你……我能理解你做的这些事。,"Ms. Colette! Ms. Colette, look over here!!",,,,,,,,,,,
AvgDialog_22129_Content_20,aiaq,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,745,AvgDialog,Content,无纸奥尔拉,可融蚀扩散以后……这片花园，就会从所有人的记忆里被抹除掉……,"It may have been a mistake to bring me here as a spectator, Ms. Colette.",,,,,,,,,,,
AvgDialog_22129_Content_24,aiau,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,749,AvgDialog,Content,老年柯蕾特,西岱有这么多的人，我连他们的性命都不在乎，你现在问我，在不在意一个花园？,What an inspiring scene... wouldn't you say?,,,,,,,,,,,
AvgDialog_22129_Content_26,aiaw,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,751,AvgDialog,Content,老年柯蕾特,奥尔拉啊，你从小就很受欢迎。即使我才是那个靠自己的勤劳养活我们的人，但人们称赞的永远都是你……,"Behind her, a black cage of unknown material confines you and Horla, hanging backstage.",,,,,,,,,,,
AvgDialog_22129_Content_27,aiax,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,752,AvgDialog,Content,老年柯蕾特,你有着出色的天赋，可那又如何呢？有些道理，你永远不明白。,"Under the crowd's gaze, Horla finds herself curled up beneath the parchment, trembling uncontrollably.",,,,,,,,,,,
AvgDialog_22129_Content_28,aiay,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,753,AvgDialog,Content,老年柯蕾特,诗歌，情感，回忆，道德……这一切都是累赘。只有权力与名望，才是真正永恒的。,"Poetry, emotion, memories, morals... All just burdens. Only power and fame are truly eternal.",,,,,,,,,,,
AvgDialog_22129_Content_32,aiaD,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,757,AvgDialog,Content,老年柯蕾特,在这个世界，诗歌没有意义。在另一个世界，也一样。,Is it due to mutual disdain among literature enthusiasts? Or have you turned into romantic rivals?!,,,,,,,,,,,
AvgDialog_22129_Content_39,aiaK,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,764,AvgDialog,Content,,大地开始微微震动。你注意到，融蚀正以诗集为中心，用肉眼可见的速度扩大。,The earth begins to tremble. You notice the dissolution visibly spreading from the poem's center.,,,,,,,,,,,
AvgDialog_22129_Content_43,aiaP,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,768,AvgDialog,Content,,银光一瞬即逝。牢笼消失不见，你和奥尔拉落在地上。,"A flash of silver light. The cage vanishes, and you and Horla fall to the ground.",,,,,,,,,,,
AvgDialog_22129_Content_44,aiaQ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,769,AvgDialog,Content,玩家,让我来这里当观众或许是个错误，柯蕾特夫人。,"It may have been a mistake to bring me here as a spectator, Ms. Colette.",,,,,,,,,,,
AvgDialog_22122_Content_7,ahUt,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,778,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，小心！,"{Male=Sir,Female=Madam} Keeper, be careful!",,,,,,,,,,,
AvgDialog_22126_Content_1,ahWq,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,779,AvgDialog,Content,无纸奥尔拉,呼……呼……守密人%sirormadam%，怪物数量太多了，完全应付不过来……,"Huff... Huff... {Male=Sir,Female=Madam} Keeper, there are too many monsters to handle...",,,,,,,,,,,
AvgDialog_22126_Content_3,ahWA,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,781,AvgDialog,Content,老年柯蕾特,你们来到西岱的时候，我就听到你们的对话了。,"The Caterpillar Train that requires a poem for a ticket, Madame Butterfly, only No. 99 March Street, the Painter, Daisy Stars...",,,,,,,,,,,
AvgDialog_22126_Content_6,ahWD,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,784,AvgDialog,Content,玩家,机会来了。只有一次。,"{Male=Sir,Female=Madam} Keeper, this is not the real Cité.",,,,,,,,,,,
AvgDialog_22126_Content_7,ahWE,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,785,AvgDialog,Content,无纸奥尔拉,啊？……什么……什么意思……,This is the <Yellow:Cité of my imagination>...,,,,,,,,,,,
AvgDialog_22111_Content_8,ahQK,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,803,AvgDialog,Content,老年柯蕾特,想要在我的花园里击败我，很有勇气，也很愚蠢。,"To confront me in my garden, you must be both brave and foolish.",,,,,,,,,,,
AvgDialog_22111_Content_14,ahPq,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,809,AvgDialog,Content,老年柯蕾特,你知道吗，奥尔拉。很多年前，我就是在这个地方，看着那场大火烧起来的。,"You know, Horla... Many years ago, I watched that great fire start right here.",,,,,,,,,,,
AvgDialog_22111_Content_29,ahPG,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,824,AvgDialog,Content,无纸奥尔拉,你想杀了我，用诗集去换取自己想要的生活……不论你做什么，我从来都没有恨过你，柯蕾特。,"You want to kill me and use the poem to get the life you desire... No matter what you did, I've never hated you, Colette.",,,,,,,,,,,
AvgDialog_22111_Content_33,ahPL,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,828,AvgDialog,Content,无纸奥尔拉,你说得对……我除了作诗，什么也不会……,"But while they weren't paying attention, I secretly kept a flower...",,,,,,,,,,,
AvgDialog_22111_Content_35,ahPN,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,830,AvgDialog,Content,无纸奥尔拉,这些玫瑰，是你曾经送我的。今天，我把它们还给你。,"A fine poem, Horla... In the future, I'll trade my flowers for your poems!",,,,,,,,,,,
AvgDialog_22111_Content_38,ahPQ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,833,AvgDialog,Content,玩家,奥尔拉！！！,"You know, Horla... Many years ago, I watched that great fire start right here.",,,,,,,,,,,
AvgDialog_22111_Content_53,ahQh,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,848,AvgDialog,Content,,玫瑰的尖刺贯穿了无数颗心脏。鲜红的花朵，在每个人心中盛开。,Rose spikes pierce countless hearts. Crimson flowers blossom within every one.,,,,,,,,,,,
AvgDialog_22111_Content_56,ahQk,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,851,AvgDialog,Content,奥尔拉,你曾经救下过我的命。这首用生命写的诗，送给你，送给花园。,"To confront me in my garden, you must be both brave and foolish.",,,,,,,,,,,
AvgDialog_22111_Content_77,ahQH,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,872,AvgDialog,Content,老年柯蕾特,这是狗的名字，但我从来没有换过。我要提醒自己，不能再输了。,Rose spikes pierce countless hearts. Crimson flowers blossom within every one.,,,,,,,,,,,
AvgDialog_22111_Content_98,ahRe,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,893,AvgDialog,Content,柯蕾特正位,不是你的问题，奥尔拉，谁的诗我都看不懂。,"It's not you, Horla. I don't really understand anyone's poetry.",,,,,,,,,,,
AvgDialog_22111_Content_100,ahOU,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,895,AvgDialog,Content,柯蕾特正位,我不太明白，一个人们都看不懂的东西，到底有什么意义呢……,I don't get it... What's the point of something that no one can comprehend?,,,,,,,,,,,
