AvgDialog_8231_Content_60,aqEg,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,405,AvgDialog,Content,,下一秒，你的眼前一片雪白。,"The next second, a blinding white fills your vision."
AvgDialog_8231_Content_61,aqEh,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,406,AvgDialog,Content,,光从你身后而来，将一切都笼罩在其下。刺耳的嗡鸣侵吞了一切，随之而来的是一阵低语，一股冲动。,"The light comes from behind you, enveloping everything. A piercing hum engulfs all, followed by a whisper and an impulse."
AvgDialog_8231_Content_62,aqEi,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,407,AvgDialog,Content,,睡吧，%player%。,"Sleep now, %player%."
AvgDialog_8231_Content_63,aqEj,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,408,AvgDialog,Content,,晕眩猛地袭来。,A sudden wave of dizziness hits.
AvgDialog_8231_Content_64,aqEk,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,409,AvgDialog,Content,,你一直都该沉睡。,You should have remained asleep.
AvgDialog_8231_Content_65,aqEl,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,410,AvgDialog,Content,,一片白茫茫中，你甚至失去了辨别上下左右的能力。,"In the vast whiteness, you even lose the ability to distinguish up, down, left, and right."
AvgDialog_8231_Content_66,aqEm,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,411,AvgDialog,Content,,唯有你沉睡，世界才能@4,Only when you fall asleep can the world @4
AvgDialog_8231_Content_67,aqEn,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,412,AvgDialog,Content,,眼见守密人要倒下，萨尔瓦多赶紧上前接住。,"Seeing the Keeper about to fall, Salvador quickly stepped forward to catch him."
AvgDialog_8231_Content_68,aqEo,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,413,AvgDialog,Content,奥吉尔,主君！,My Lord!
AvgDialog_8231_Content_69,aqEp,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,414,AvgDialog,Content,,"小骑士又急又慌，在扔下扶着的人和保护平民的责任感之间反复拉扯。
萨尔瓦多用手探了探守密人的鼻息，对奥吉尔安抚地点头。",The little knight was torn between letting go of the person he was supporting and his responsibility to protect the civilians.\nSalvador checked the Keeper's breathing and nodded reassuringly at Ogier.
AvgDialog_8231_Content_70,aqEr,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,415,AvgDialog,Content,萨尔瓦多,%heorshe%没事，大概只是太累了。,"{Male=He,Female=She} is fine, maybe just too tired."
AvgDialog_8231_Content_71,aqEs,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,416,AvgDialog,Content,奥吉尔,累……是和这些人一样么。,Tired... Is it the same as these people?
AvgDialog_8231_Content_72,aqEt,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,417,AvgDialog,Content,,所有方才还在嘶吼咒骂，相互扭打甚至自残的人，都不知何时停了下来。他们目光呆滞而且空茫，宛如一具具陷入停滞的机械人偶。,"All those who were just now screaming, cursing, fighting, or even harming themselves have stopped without anyone noticing. Their eyes are vacant and hollow, like mechanical puppets frozen in time."
AvgDialog_8231_Content_73,aqEu,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,418,AvgDialog,Content,,整个广场少说也有上百人，却没有发出一点声音。在逐渐暗沉的天空之下，像极了成群迷途的亡灵。,"The square had at least a hundred people, yet not a single sound was heard. Under the gradually darkening sky, they resembled a flock of lost souls."
AvgDialog_8231_Content_74,aqEv,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,419,AvgDialog,Content,,"萨尔瓦多回过头，望向白光袭来的方向。
在他身后，扶着警官的索菲亚神情紧张。","Salvador turned back, looking towards the direction of the incoming white light.\nBehind him, Sofia, who was supporting the officer, appeared tense."
AvgDialog_8231_Content_75,aqEw,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,420,AvgDialog,Content,奥吉尔,都怪我，没能注意主君的状态……如果拉蒙娜小姐在……,It's all my fault. I failed to notice the lord's state... If only Miss Ramona were here...
AvgDialog_8231_Content_76,aqEx,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,421,AvgDialog,Content,萨尔瓦多,"你已经做得很好了，我的孩子。
如果不是你的保护，恐怕在圣堂内我们就已经受伤了。","You've done well, my child.\nWithout your protection, we might have been injured in the Church."
AvgDialog_8231_Content_77,aqEy,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,422,AvgDialog,Content,奥吉尔,但主君……,"But, my lord..."
AvgDialog_8231_Content_78,aqEz,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,423,AvgDialog,Content,萨尔瓦多,"%heorshe%这样应当是受到了什么影响，并非你的过失。
来吧，再努力一下，接下来的路途也少不了你的帮助的，小骑士。","{Male=He,Female=She} must have been affected by something, it's not your fault.\nCome on, try a little harder, you'll still need to help on the road ahead, little knight."
AvgDialog_8231_Content_79,aqEA,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,424,AvgDialog,Content,奥吉尔,我、我知道了。我会加油的！,I... I understand. I'll do my best!
AvgDialog_8231_Content_80,aqEC,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,425,AvgDialog,Content,,见男孩打起精神，萨尔瓦多将注意力转回眼前。守密人闭着眼睛清浅地呼吸着，似乎处于某种挣扎之中。,"Seeing the boy perk up, Salvador turned his attention back to the present. The Keeper was breathing shallowly with closed eyes, seemingly in some sort of struggle."
AvgDialog_8231_Content_81,aqED,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,426,AvgDialog,Content,,借着调整姿势的掩护，戴着黑色手套的手贴上年轻人的额头。,"Taking advantage of the cover provided by adjusting his posture, the hand in black gloves touched the young man's forehead."
AvgDialog_8231_Content_82,aqEE,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,427,AvgDialog,Content,萨尔瓦多,仁慈的父神，向你的子民们降下无边的恩泽……,"Merciful Father, bestow boundless grace upon your people..."
AvgDialog_8231_Content_83,aqEF,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,428,AvgDialog,Content,,蓝光从他指缝中隐隐透出，还未吸引任何人注意便掩在宽大的衣袍之下。,"A faint blue light seeped through his fingers, quickly concealed beneath his wide robe before anyone noticed."
AvgDialog_8231_Content_84,aqEG,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,429,AvgDialog,Content,,守密人的手动了动，%hisorher%眉毛蹙起，口中吐出几句难以听清的呓语。,"The Keeper's hand twitched, %hisorher% brows furrowed, and %hisorher% muttered something unintelligible."
AvgDialog_8231_Content_85,aqEH,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,430,AvgDialog,Content,玩家,不能……睡……,Can't... sleep...
AvgDialog_8231_Content_86,aqEI,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,431,AvgDialog,Content,,奥吉尔走在一行人的最前，萨尔瓦多一手扶着一个，以一人之力负担着两个失去意识的人的躯体。,"Ogier led the group, with Salvador supporting one unconscious body on each arm, carrying two people who had lost consciousness all by himself."
AvgDialog_8231_Content_87,aqEJ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,432,AvgDialog,Content,,飞鸟扑棱着翅膀从上空掠过，某处，悬挂的风铃被风吹动，发出单调的声音。,"Birds flapped their wings as they flew overhead. Somewhere, a hanging wind chime swayed in the breeze, emitting a monotonous sound."
AvgDialog_8231_Content_88,aqEK,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,433,AvgDialog,Content,？？？,……饿……,...Hungry...
AvgDialog_8231_Content_89,aqEL,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,434,AvgDialog,Content,奥吉尔,……？,...?
AvgDialog_8231_Content_90,aqEN,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,435,AvgDialog,Content,市民B,好饿啊……,I'm so hungry...
AvgDialog_8231_Content_91,aqEO,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,436,AvgDialog,Content,奥吉尔,主教阁下，你有没有听到……,"Your Excellency, did you hear..."
AvgDialog_8231_Content_92,aqEP,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,437,AvgDialog,Content,,萨尔瓦多停下脚步。,Salvador came to a stop.
AvgDialog_8231_Content_93,aqEQ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,438,AvgDialog,Content,,在他们面前，一个原本呆站着不动的男人突然吸了吸鼻子，朝身旁的人伸出手。,"Before them, a man who had been standing still suddenly sniffed and reached out to the person next to him."
AvgDialog_8231_Content_94,aqER,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,439,AvgDialog,Content,市民C,肉，好多肉……我好饿……<Big:好饿……！>,"Meat, so much meat... I'm so hungry... <Big:So hungry...!>"
AvgDialog_8231_Content_95,aqES,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,440,AvgDialog,Content,,温热的鲜血喷洒在地上，腥甜的气味在一瞬间唤醒了所有沉睡的恶灵。,"Warm blood splatters on the ground, the metallic scent instantly awakening all dormant evils."
AvgDialog_8231_Content_96,aqET,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,441,AvgDialog,Content,市民B,给我肉，我要吃肉！,"Give me meat, I want to eat meat!"
AvgDialog_8231_Content_97,aqEU,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,442,AvgDialog,Content,市民C,<BigShake:啊——！>,<BigShake:Ah—!>
AvgDialog_8231_Content_98,aqEV,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,443,AvgDialog,Content,,惨叫与血肉撕裂的湿润声响填满了原本寂静的广场，奥吉尔赶忙举起长枪，将几个扑过来的人给挡了回去。,"Screams and the wet sound of tearing Caro filled the once silent square. Ogier quickly raised his spear, blocking several people who lunged at him."
AvgDialog_8231_Content_99,aqEW,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,444,AvgDialog,Content,奥吉尔,主教阁下！我们得快点！,Your Excellency Bishop! We must hurry!
AvgDialog_8231_Content_100,aqCS,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,445,AvgDialog,Content,,萨尔瓦多正要迈步，就感到身侧一沉：一个市民冲出人群，抓住了仍在沉睡之中的守密人。,Salvador was about to take a step forward when he felt a weight on his side: a citizen had rushed out from the crowd and grabbed the still-sleeping Keeper.
AvgDialog_8231_Content_101,aqCT,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,446,AvgDialog,Content,市民A,肉……肉！,Meat... Meat!
AvgDialog_8231_Content_102,aqCU,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,447,AvgDialog,Content,,那人张开嘴，萨尔瓦多用力向后一扯，用自己的手臂挡住了对方的啃咬。,"The man opened his mouth, and Salvador yanked back hard, using his arm to block the bite."
AvgDialog_8231_Content_103,aqCV,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,448,AvgDialog,Content,,同时，巨大的石板在他背后升起。,"Meanwhile, a massive tablet rose up behind him."
AvgDialog_8231_Content_104,aqCW,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,449,AvgDialog,Content,,血液的腥味刺激着你的鼻腔，蓝光出现在你的视线边缘，将你眼前的白雾逐渐驱散。,"The smell of blood tingles your nostrils. Blue light appears at the edge of your vision, gradually dispersing the white mist before you."
AvgDialog_8231_Content_105,aqCX,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,450,AvgDialog,Content,,难懂的絮语逐渐远去，取而代之的是嘈杂的人声——有人尖叫，有人哀嚎，有人在你身侧低声祷告。,"The incomprehensible murmurs gradually fade away, replaced by noisy voices—screams, wails, and whispered prayers beside you."
AvgDialog_8231_Content_106,aqCY,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,451,AvgDialog,Content,萨尔瓦多,仁慈的父神，请将沉睡的「白焰」唤醒，让%heorshe%得以继续指引我们的前路。,"Merciful All-Father, please awaken the ""Pale Flame"" so that {Male=he,Female=she} may continue to guide our way."
AvgDialog_8231_Content_107,aqCZ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,452,AvgDialog,Content,,形状规则的阴影笼在你面前，你缓缓睁开眼。,A shadow with a regular shape looms before you as you slowly open your eyes.
AvgDialog_8231_Content_108,aqDa,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,453,AvgDialog,Content,,癫狂的人们，弥漫的鲜血，混乱而令人心惊的惨叫……所有的一切都被隔绝在巨大的石板之后。,"Madness, blood, chaotic and chilling screams... All of it was isolated behind a giant tablet."
AvgDialog_8231_Content_109,aqDb,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,454,AvgDialog,Content,,每块石板上都印刻着复杂的符文，每个符文上面都有蓝光流转，如同被缩小无数倍的星河。,"Each tablet is engraved with complex runes, each glowing with a blue light that flows like a galaxy reduced countless times in size."
AvgDialog_8231_Content_110,aqDd,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,455,AvgDialog,Content,,其中一缕蓝光顺着萨尔瓦多的手臂流向你，而随着它的到来，你头部的疼痛迅速减轻，直到完全消失。,"A streak of blue light flows from Salvador's arm to you. As it reaches you, the pain in your head quickly subsides until it vanishes completely."
AvgDialog_8231_Content_111,aqDe,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,456,AvgDialog,Content,玩家,萨尔瓦多……主教？,Salvador... Bishop?
AvgDialog_8229_Content_1,aqBX,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,457,AvgDialog,Content,,将罪恶净化,Purify the Evil
AvgDialog_8229_Content_2,aqCi,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,458,AvgDialog,Content,,"蓝光如蛇一般在你身上游走，所有的疼痛疲惫都随着它的到访一扫而空。
你浑身一轻，感到前所未有的精力充沛。","Blue light slithers over you like a snake, wiping away all pain and fatigue in its wake.\nYou feel lighter and more energized than ever before."
AvgDialog_8229_Content_3,aqCt,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,459,AvgDialog,Content,奥吉尔,萨尔瓦多主教……是……,Bishop Salvador... is...
AvgDialog_8229_Content_4,aqCE,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,460,AvgDialog,Content,,石板上的符文如呼吸一般规律闪烁，更多的蓝光像巨树的根须向四面八方延展。,"The runes on the stone tablet flicker rhythmically like breathing, with more blue light spreading out like the roots of a giant tree."
AvgDialog_8229_Content_5,aqCL,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,461,AvgDialog,Content,,无数的伤害与死亡、痛哭与哀嚎，都在这骤然降临的神迹中得到缓解。,"Countless injuries and deaths, cries and wails, are alleviated by this sudden miraculous arrival."
AvgDialog_8229_Content_6,aqCM,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,462,AvgDialog,Content,,圣堂熏香的气味轻拂过你的鼻尖，浅浅的、淡淡的，仿佛不曾存在，却又将属于鲜血的气味完全遮盖。,"The scent of Church incense lightly brushes past your nose, faint and subtle, almost as if it doesn't exist, yet it completely covers the smell of blood."
AvgDialog_8229_Content_7,aqCN,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,463,AvgDialog,Content,玩家,……唤醒体。,...Awakener.
AvgDialog_8229_Content_8,aqCO,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,464,AvgDialog,Content,？？？,你又一次救了那些罪人。,You've saved those sinners once again.
AvgDialog_8229_Content_9,aqCP,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,465,AvgDialog,Content,,一个冰冷的声音打断你的话语，你转身，看到了索菲亚的身影。,A cold voice interrupts your words. You turn around and see Sophia's figure.
AvgDialog_8229_Content_10,aqBY,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,466,AvgDialog,Content,索菲亚,"你又一次将「<Yellow:赐福>」用在了这些渣滓身上。
告诉我，主教阁下，你当时也是这么救下爱德华的吗？","You once again used ""<Yellow:Bless>"" on these scum.\nTell me, Bishop, did you save Edward in the same way back then?"
AvgDialog_8229_Content_11,aqBZ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,467,AvgDialog,Content,奥吉尔,索菲亚小姐，你这是……？,"Miss Sophia, what are you... doing?"
AvgDialog_8229_Content_12,aqCa,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,468,AvgDialog,Content,索菲亚,如果不是我们的好主教出手，早在一年前，他就该死了。而这一切都不会发生。,"If it weren't for our kind bishop, he would have died a year ago, and none of this would have happened."
AvgDialog_8229_Content_13,aqCb,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,469,AvgDialog,Content,爱德华,主教……萨尔瓦多主教……,Bishop... Bishop Salvador...
AvgDialog_8229_Content_14,aqCc,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,470,AvgDialog,Content,萨尔瓦多,爱德华？,Edward?
AvgDialog_8229_Content_15,aqCd,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,471,AvgDialog,Content,,腥甜的气味随着脚步的靠近愈发浓烈，萨尔瓦多早已摒弃了寻常的视觉，却在再度苏醒后变得能看到属于灵魂的光亮。,"The sweet, metallic scent grew stronger with each step. Salvador had long abandoned his ordinary vision, but upon awakening again, he could see the light belonging to souls."
AvgDialog_8229_Content_16,aqCe,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,472,AvgDialog,Content,,此刻，他眼前的那个灵魂在黑暗中浮浮沉沉，几欲熄灭。,"At this moment, the soul before him floated up and down in the darkness, nearly extinguished."
AvgDialog_8229_Content_17,aqCf,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,473,AvgDialog,Content,萨尔瓦多,天啊，爱德华，快扶着我，我带你去医院。,"Oh my goodness, Edward, help me. I'll take you to the hospital."
AvgDialog_8229_Content_18,aqCg,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,474,AvgDialog,Content,爱德华,不！我……不。这是我自找的。,No! I... No. This is my own doing.
AvgDialog_8229_Content_19,aqCh,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,475,AvgDialog,Content,,"灵魂再次闪烁，甚至愈发暗淡下去。
他的时间不多了。","The soul flickers again, growing even dimmer.\nHis time is running out."
AvgDialog_8229_Content_20,aqCj,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,476,AvgDialog,Content,爱德华,你警告过我的，不要再以他人的苦痛为生，不要再欺骗。我应该改正的，但我一直没听……咳！,"You warned me not to thrive on others' pain, not to deceive. I should have changed, but I never listened... *cough*!"
AvgDialog_8229_Content_21,aqCk,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,477,AvgDialog,Content,,"咳呛，一滩液体砸到了地上。
鲜血的味道更加刺鼻了。","*Cough, sputter*, a puddle of liquid splattered on the ground.\nThe smell of blood grew even stronger."
AvgDialog_8229_Content_22,aqCl,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,478,AvgDialog,Content,爱德华,"现在她死了……<Blue:米莉>死了……！<Blue:汤普森>那个疯子要我为她陪葬。我……
我不想死，主教阁下，但我也……","She's dead now... <Blue:Millie> is dead...! That lunatic <Blue:Thompson> wants me to join her in death. I...\nI don't want to die, Your Grace, but I also..."
AvgDialog_8229_Content_23,aqCm,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,479,AvgDialog,Content,爱德华,<Small:对不起，对不起……宽恕我吧，主教阁下，只有父神能宽恕我了，只有父神……>,"<Small:I'm sorry, I'm sorry... Forgive me, Your Grace. Only the Father can forgive me, only the Father...>"
AvgDialog_8229_Content_24,aqCn,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,480,AvgDialog,Content,萨尔瓦多,……,...
AvgDialog_8229_Content_25,aqCo,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,481,AvgDialog,Content,萨尔瓦多,“那些曾经犯错的，祂也愿意张开怀抱，只要他们真心地进行悔改”。,"""Those who have erred, He is willing to embrace, as long as they sincerely repent."""
AvgDialog_8229_Content_26,aqCp,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,482,AvgDialog,Content,,莹莹的蓝光自下而上映亮了部分彩窗，彩窗上的父神垂着眼眸静静地望着，一如数百年来所做的那样。,"A faint blue light shone upwards, illuminating parts of the stained glass. The Father God on the window gazed down quietly, just as He had for centuries."
AvgDialog_8229_Content_27,aqCq,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,483,AvgDialog,Content,,在萨尔瓦多的手下，年轻人满身的伤飞速愈合，甚至没留下多少疤痕。,"Under Salvador's hand, the young man's injuries healed rapidly, leaving behind hardly any scars."
AvgDialog_8229_Content_28,aqCr,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,484,AvgDialog,Content,萨尔瓦多,睁开眼吧，爱德华，珍惜父神予以你的机会。,"Open your eyes, Edward, and cherish the opportunity granted to you by the Father."
AvgDialog_8229_Content_29,aqCs,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,485,AvgDialog,Content,索菲亚,"汤普森说他下了死手，他想不明白为什么爱德华能活下来。但我知道。
是你给了爱德华「<Yellow:赐福>」，让他捡了一条命。","Thompson said he went all out; he couldn't understand why Edward survived. But I know.\nIt was you who gave Edward ""<Yellow:Bless>"", allowing him to escape with his life."
AvgDialog_8229_Content_30,aqCu,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,486,AvgDialog,Content,索菲亚,然后，他接近了我姐姐，害我家破人亡。,"Then, he approached my sister and destroyed my family."
AvgDialog_8229_Content_31,aqCv,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,487,AvgDialog,Content,萨尔瓦多,"……她们的死，我确实有责任。
如果我更留心，及时将爱德华拉回正途，你就不必受此等苦楚。","...I am indeed responsible for their deaths.\nIf I had been more vigilant and pulled Edward back onto the right path in time, you wouldn't have to endure such suffering."
AvgDialog_8229_Content_32,aqCw,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,488,AvgDialog,Content,萨尔瓦多,"如果这能平息你的愤怒，安抚你的内心，那就审判我吧。
但不要被仇恨蒙蔽双眼，为无辜之人带来不必要的苦楚。","If this can calm your anger and comfort your heart, then pass judgment on me.\nBut do not let hatred cloud your vision, bringing unnecessary suffering to the innocent."
AvgDialog_8229_Content_33,aqCx,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,489,AvgDialog,Content,索菲亚,你本就应该被审判，傲慢的罪人！,"You deserve to be judged, arrogant sinner!"
AvgDialog_8229_Content_34,aqCy,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,490,AvgDialog,Content,索菲亚,你擅自替受害者宽恕罪恶，你滥用父神的「赐福」，将罪人救回，让善人受苦。你以为你是谁？,"You presumptuously forgave the sins of the victims, misusing the Father's ""The blessing"" to save sinners and let the good suffer. Who do you think you are?"
AvgDialog_8229_Content_35,aqCz,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,491,AvgDialog,Content,索菲亚,你有什么资格给出谅解，有什么资格给那些渣滓「改过的机会」？,"What gives you the right to offer forgiveness, or the right to give those scum a ""chance to change""?"
AvgDialog_8229_Content_36,aqCA,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,492,AvgDialog,Content,索菲亚,<Yellow:提灯>说的没错，罪人庇护的教区只会滋生罪恶。要想他人不再如我般受苦，要想世人都生活在幸福之中……,"<Yellow:Lantern> is right. The district that shelters sinners only breeds sin. If we want others to avoid suffering as I did, if we want everyone to live in happiness..."
AvgDialog_8229_Content_37,aqCB,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,493,AvgDialog,Content,,她将一把形状奇特的手持镜对准了天空，阳光落入其中的瞬间变得猩红。,"She aimed a strangely shaped handheld mirror at the sky, and the sunlight turned crimson the moment it entered."
AvgDialog_8229_Content_38,aqCC,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,494,AvgDialog,Content,持镜索菲亚,你，还有这些罪恶的渣滓，都要净化。,"You, along with these vile scum, must be purified."
AvgDialog_8229_Content_39,aqCD,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,495,AvgDialog,Content,,太阳消失在空中。天色迅速暗了下去，血色的月亮凭空出现，占据了大半天空。,"The sun disappeared from the sky. Darkness quickly fell as a crimson moon emerged out of nowhere, occupying most of the sky."
AvgDialog_8229_Content_40,aqCF,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,496,AvgDialog,Content,,腥红的月光洒向地面，将一切染成刺目的红。,"The scarlet moonlight spills onto the ground, dyeing everything in a glaring red."
AvgDialog_8229_Content_41,aqCG,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,497,AvgDialog,Content,持镜索菲亚,罪人们啊，切开你们的肉体，将你们的罪恶流出——,"Sinners, cut open your flesh and let your sins flow out—"
AvgDialog_8229_Content_42,aqCH,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,498,AvgDialog,Content,,本在互相厮打的人们骤然转头，用刀刃和牙齿撕开自己的皮肉。,The people who were fighting each other suddenly turned their heads and tore into their own flesh with blades and teeth.
AvgDialog_8229_Content_43,aqCI,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,499,AvgDialog,Content,持镜索菲亚,迎接纯银塑身者的无罪净土！,Welcome to the Innocent Haven of the Pure Silver Shaper!
AvgDialog_8229_Content_45,aqCK,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,501,AvgDialog,Content,,镜面反射的红光剧烈闪烁，惨叫与哀嚎伴随着鲜血遍布整个广场，宛如人间炼狱。,"The red glow of reflected light flickers violently. Screams and wails echo as blood covers the entire square, resembling a living hell."
AvgDialog_8236_Content_1,aqGw,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,502,AvgDialog,Content,,我们的过错,Our Mistake
AvgDialog_8236_Content_2,aqGH,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,503,AvgDialog,Content,,血月高悬，猩红的光如同最有效的催化剂，瞬间将人群点燃。,"The blood moon hangs high, its crimson light acting as the most potent catalyst, instantly igniting the crowd."
AvgDialog_8236_Content_3,aqGS,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,504,AvgDialog,Content,,斗殴变为虐打，自残变为自杀，而那些本就在积极寻死的，更是开始以匪夷所思的方式结束自己的生命。,"Brawls escalated into brutal beatings, self-harm spiraled into suicide, and those who were already actively seeking death began ending their lives in unimaginable ways."
AvgDialog_8236_Content_4,aqHd,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,505,AvgDialog,Content,,腥味将本来萦绕在你们上空的熏香气息给彻底淹没。红光之下，飞溅的血液看上去如墨般漆黑，癫狂的人们形容狰狞，宛如恶鬼。,"The metallic scent completely overwhelmed the lingering incense. Under the red light, the splattered blood appeared as black as ink, and the people driven to madness looked monstrous, like fiends."
AvgDialog_8236_Content_5,aqHk,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,506,AvgDialog,Content,,无尽的鲜血与杀戮中，唯有索菲亚的衣裙仍旧干净。她抹去飞溅到脸上的血液，放声大笑。,"Amidst endless blood and slaughter, only Sophia's dress remained clean. She wiped the blood off her face and laughed out loud."
AvgDialog_8236_Content_6,aqHl,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,507,AvgDialog,Content,持镜索菲亚,流吧，流出你们身体里的罪恶！流出黑色的血液！,"Let it flow, let the evil within your body flow! Let the black blood flow!"
