Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
Stage_7672_Name,aUCB,g关卡_Stage_A.csv,815,Stage,Name,,幻梦深潜Ⅲ,Phantasmal Dive III,,,,,,Illusorischer Tauchgang III,,,,
Stage_7672_Desc,aUCA,g关卡_Stage_A.csv,815,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_7669_Name,aUCs,g关卡_Stage_A.csv,816,Stage,Name,,幻梦深潜Ⅳ,Phantasmal Dive IV,,,,,,Illusorischer Tauchgang IV,,,,
Stage_7669_Desc,aUCr,g关卡_Stage_A.csv,816,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_7670_Name,aUCv,g关卡_Stage_A.csv,817,Stage,Name,,幻梦深潜Ⅴ,Phantasmal Dive V,,,,,,Illusorischer Tauchgang V,,,,
Stage_7670_Desc,aUCu,g关卡_Stage_A.csv,817,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_7667_Name,aUCm,g关卡_Stage_A.csv,818,Stage,Name,,幻梦深潜Ⅵ,Phantasmal Dive VI,,,,,,Illusorischer Tauchgang VI,,,,
Stage_7667_Desc,aUCl,g关卡_Stage_A.csv,818,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_7668_Name,aUCp,g关卡_Stage_A.csv,819,Stage,Name,,幻梦深潜Ⅶ,Phantasmal Dive VII,,,,,,Illusorischer Tauchgang VII,,,,
Stage_7668_Desc,aUCo,g关卡_Stage_A.csv,819,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20904_Name,aRTC,g关卡_Stage_A.csv,820,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20904_Desc,aRTB,g关卡_Stage_A.csv,820,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20905_Name,aRTF,g关卡_Stage_A.csv,821,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20905_Desc,aRTE,g关卡_Stage_A.csv,821,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20879_Name,aRSf,g关卡_Stage_A.csv,822,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20879_Desc,aRSe,g关卡_Stage_A.csv,822,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20880_Name,aRSi,g关卡_Stage_A.csv,823,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20880_Desc,aRSh,g关卡_Stage_A.csv,823,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20881_Name,aRSl,g关卡_Stage_A.csv,824,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20881_Desc,aRSk,g关卡_Stage_A.csv,824,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
,,,,,,,,,,,,,,,,,,
Stage_8090_Name,aVqV,g关卡_Stage_A.csv,825,Stage,Name,,幻梦深潜Ⅰ,Phantasmal Dive I,,,,,,Illusorischer Tauchgang I,,,,
Stage_8090_Desc,aVqU,g关卡_Stage_A.csv,825,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8088_Name,aVqP,g关卡_Stage_A.csv,826,Stage,Name,,幻梦深潜Ⅱ,Phantasmal Dive II,,,,,,Illusorischer Tauchgang II,,,,
Stage_8088_Desc,aVqO,g关卡_Stage_A.csv,826,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8089_Name,aVqS,g关卡_Stage_A.csv,827,Stage,Name,,幻梦深潜Ⅲ,Phantasmal Dive III,,,,,,Illusorischer Tauchgang III,,,,
Stage_8089_Desc,aVqR,g关卡_Stage_A.csv,827,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8086_Name,aVqJ,g关卡_Stage_A.csv,828,Stage,Name,,幻梦深潜Ⅳ,Phantasmal Dive IV,,,,,,Illusorischer Tauchgang IV,,,,
Stage_8086_Desc,aVqI,g关卡_Stage_A.csv,828,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8087_Name,aVqM,g关卡_Stage_A.csv,829,Stage,Name,,幻梦深潜Ⅴ,Phantasmal Dive V,,,,,,Illusorischer Tauchgang V,,,,
Stage_8087_Desc,aVqL,g关卡_Stage_A.csv,829,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8084_Name,aVqD,g关卡_Stage_A.csv,830,Stage,Name,,幻梦深潜Ⅵ,Phantasmal Dive VI,,,,,,Illusorischer Tauchgang VI,,,,
Stage_8084_Desc,aVqC,g关卡_Stage_A.csv,830,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8085_Name,aVqG,g关卡_Stage_A.csv,831,Stage,Name,,幻梦深潜Ⅶ,Phantasmal Dive VII,,,,,,Illusorischer Tauchgang VII,,,,
Stage_8085_Desc,aVqF,g关卡_Stage_A.csv,831,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20922_Name,aRUE,g关卡_Stage_A.csv,832,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20922_Desc,aRUD,g关卡_Stage_A.csv,832,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20971_Name,aRXv,g关卡_Stage_A.csv,833,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20971_Desc,aRXu,g关卡_Stage_A.csv,833,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20923_Name,aRUH,g关卡_Stage_A.csv,834,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20923_Desc,aRUG,g关卡_Stage_A.csv,834,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20925_Name,aRUN,g关卡_Stage_A.csv,835,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20925_Desc,aRUM,g关卡_Stage_A.csv,835,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20926_Name,aRUQ,g关卡_Stage_A.csv,836,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20926_Desc,aRUP,g关卡_Stage_A.csv,836,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
,,,,,,,,,,,,,,,,,,
Stage_8063_Name,aVps,g关卡_Stage_A.csv,837,Stage,Name,,幻梦深潜Ⅰ,Phantasmal Dive I,,,,,,Illusorischer Tauchgang I,,,,
Stage_8063_Desc,aVpr,g关卡_Stage_A.csv,837,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8065_Name,aVpy,g关卡_Stage_A.csv,838,Stage,Name,,幻梦深潜Ⅱ,Phantasmal Dive II,,,,,,Illusorischer Tauchgang II,,,,
Stage_8065_Desc,aVpx,g关卡_Stage_A.csv,838,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8064_Name,aVpv,g关卡_Stage_A.csv,839,Stage,Name,,幻梦深潜Ⅲ,Phantasmal Dive III,,,,,,Illusorischer Tauchgang III,,,,
Stage_8064_Desc,aVpu,g关卡_Stage_A.csv,839,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8067_Name,aVpE,g关卡_Stage_A.csv,840,Stage,Name,,幻梦深潜Ⅳ,Phantasmal Dive IV,,,,,,Illusorischer Tauchgang IV,,,,
Stage_8067_Desc,aVpD,g关卡_Stage_A.csv,840,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8066_Name,aVpB,g关卡_Stage_A.csv,841,Stage,Name,,幻梦深潜Ⅴ,Phantasmal Dive V,,,,,,Illusorischer Tauchgang V,,,,
Stage_8066_Desc,aVpA,g关卡_Stage_A.csv,841,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8069_Name,aVpK,g关卡_Stage_A.csv,842,Stage,Name,,幻梦深潜Ⅵ,Phantasmal Dive VI,,,,,,Illusorischer Tauchgang VI,,,,
Stage_8069_Desc,aVpJ,g关卡_Stage_A.csv,842,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_8068_Name,aVpH,g关卡_Stage_A.csv,843,Stage,Name,,幻梦深潜Ⅶ,Phantasmal Dive VII,,,,,,Illusorischer Tauchgang VII,,,,
Stage_8068_Desc,aVpG,g关卡_Stage_A.csv,843,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20966_Name,aRXg,g关卡_Stage_A.csv,844,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20966_Desc,aRXf,g关卡_Stage_A.csv,844,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20965_Name,aRXd,g关卡_Stage_A.csv,845,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20965_Desc,aRXc,g关卡_Stage_A.csv,845,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20936_Name,aRVu,g关卡_Stage_A.csv,846,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20936_Desc,aRVt,g关卡_Stage_A.csv,846,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20935_Name,aRVr,g关卡_Stage_A.csv,847,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20935_Desc,aRVq,g关卡_Stage_A.csv,847,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
Stage_20937_Name,aRVx,g关卡_Stage_A.csv,848,Stage,Name,,幻梦深潜·癫狂,Phantasmal Dive: Madness,,,,,,Illusorischer Tauchgang: Wahnsinn,,,,
Stage_20937_Desc,aRVw,g关卡_Stage_A.csv,848,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
,,,,,,,,,,,,,,,,,,
Stage_8075_Name,aVqc,g关卡_Stage_A.csv,849,Stage,Name,,幻梦深潜Ⅰ,Phantasmal Dive I,,,,,,Illusorischer Tauchgang I,,,,
Stage_8075_Desc,aVqb,g关卡_Stage_A.csv,849,Stage,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围成了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,"""It is the one, the whole, the hope to open the door to truth.""\nCountless keys form a circle. They fall from the sky, bringing heavy hope.\nAnd heavy graves.",,,,,,"""Es ist das Eine, das Ganze, die Hoffnung, die Tür zur Wahrheit zu öffnen.""\nUnzählige Schlüssel bilden einen Kreis. Sie fallen vom Himmel und bringen schwere Hoffnung.\nUnd schwere Gräber.",,,,
